ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-798336,MapQuest,201.0,3,2018-11-27 09:05:04,2018-11-27 09:49:47,33.721863,-117.798065,,,0.0,#2 lane blocked due to accident on I-5 Northbound at Exit 100 Jamboree Rd.,,I-5 N,R,Tustin,Orange,CA,92782,US,US/Pacific,KSNA,2018-11-27 08:53:00,64.9,,39.0,30.09,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-463238,MapQuest,201.0,3,2017-06-26 06:37:46,2017-06-26 07:07:15,34.001296999999994,-117.351891,,,0.0,Accident on I-215 Southbound before Columbia Ave.,,Columbia Ave,R,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2017-06-26 06:53:00,73.0,,61.0,29.87,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1674912,MapQuest,201.0,3,2017-08-07 04:07:08,2017-08-07 05:04:03,38.636215,-77.289734,,,0.0,Right hand shoulder closed and right lane closed due to tractor trailer accident on I-95 Northbound at Exit 156 Opitz Blvd.,,Opitz Blvd,R,Woodbridge,Prince William,VA,22191,US,US/Eastern,KDAA,2017-08-07 03:58:00,68.0,,95.0,30.06,10.0,Calm,,0.02,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1177187,MapQuest,201.0,2,2018-04-03 18:53:36,2018-04-03 19:53:23,36.060829,-95.922127,,,0.0,Accident on Yale Ave at 71st St.,,S Yale Ave,R,Tulsa,Tulsa,OK,74136,US,US/Central,KRVS,2018-04-03 18:53:00,52.0,,38.0,30.11,10.0,North,15.0,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1526160,MapQuest,201.0,2,2017-11-28 13:34:08,2017-11-28 14:10:00,30.240845,-97.756927,,,0.0,Accident on Oltorf St around Wilson St.,299.0,W Oltorf St,L,Austin,Travis,TX,78704,US,US/Central,KATT,2017-11-28 13:51:00,79.0,,42.0,29.99,10.0,SSE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-26019,MapQuest,201.0,3,2016-08-05 21:38:15,2016-08-05 22:53:15,38.592022,-121.55194099999999,,,0.0,Accident on I-80 Eastbound at Exit 83 / CA-84 Reed Ave / Reed Ave.,,Reed Ave,R,West Sacramento,Yolo,CA,95605,US,US/Pacific,KSAC,2016-08-05 21:53:00,64.9,,65.0,29.83,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1525830,MapQuest,201.0,2,2017-11-28 15:58:30,2017-11-28 16:28:10,33.578815000000006,-79.022209,,,0.0,Accident on US-17 Bus at Mount Gilead Rd.,3204.0,S Highway 17,L,Murrells Inlet,Horry,SC,29576-7632,US,US/Eastern,KMYR,2017-11-28 15:56:00,63.0,,67.0,30.32,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-752676,MapQuest,201.0,2,2018-11-06 20:36:30,2018-11-06 21:06:12,36.73344,-119.80196399999998,,,0.0,Accident on CA-99 Northbound at Exit 132B Fresno St.,,CA-99 S,R,Fresno,Fresno,CA,93706,US,US/Pacific,KFAT,2018-11-06 20:53:00,60.1,,53.0,30.0,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-965201,MapQuest,201.0,2,2018-08-16 08:28:00,2018-08-16 08:57:47,36.250801,-86.718437,,,0.0,Accident on US-31E Gallatin Pike at Moving Center Ct.,101.0,Moving Center Ct,L,Madison,Davidson,TN,37115-4620,US,US/Central,KBNA,2018-08-16 08:53:00,82.0,,67.0,30.06,10.0,SW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1609663,MapQuest,201.0,3,2017-09-08 20:28:10,2017-09-08 20:57:41,29.689565999999996,-82.44532,,,0.0,Left lane blocked due to accident on I-75 Northbound at Exit 390 .,,NW 95th Blvd,R,Gainesville,Alachua,FL,32606,US,US/Eastern,KGNV,2017-09-08 20:53:00,78.1,,76.0,30.02,10.0,NE,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-597265,MapQuest,201.0,2,2019-02-13 08:28:48,2019-02-13 08:56:56,30.314865,-81.76909599999999,,,0.0,Right hand shoulder blocked due to accident on I-295 Northbound at I-10 Exit 356.,,W Beltway N,R,Jacksonville,Duval,FL,32205,US,US/Eastern,KNIP,2019-02-13 08:53:00,55.9,,87.0,30.14,10.0,NW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1860031,Bing,,3,2016-08-03 09:45:14,2016-08-03 15:45:14,32.95635,-117.14938000000001,32.9615,-117.15732,0.5820000000000001,At Camino Del Sur - Accident.,,Ted Williams Fwy W,R,San Diego,San Diego,CA,92129,US,US/Pacific,KNKX,2016-08-03 09:55:00,75.9,,60.0,29.97,10.0,WNW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-971640,MapQuest,201.0,3,2018-08-20 17:35:40,2018-08-20 18:05:19,32.907726000000004,-96.921234,,,0.0,#4 #5 lane blocked and right hand shoulder blocked due to accident on I-635 Eastbound at Luna Rd.,,Luna Rd,R,Dallas,Dallas,TX,75234,US,US/Central,KADS,2018-08-20 17:47:00,91.4,,34.0,29.95,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-267999,MapQuest,201.0,2,2017-01-03 14:26:41,2017-01-03 15:35:00,29.646252,-95.23812099999999,,,0.0,Accident on Rodney St at Shawnee St.,2400.0,Rodney St,R,Houston,Harris,TX,77034-1218,US,US/Central,KHOU,2017-01-03 14:53:00,77.0,,23.0,29.96,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-501713,MapQuest,201.0,2,2017-07-27 08:36:24,2017-07-27 09:06:08,41.781025,-88.10173,,,0.0,Accident on Maple Ave at Spring Bay Dr.,2567.0,Maple Ave,L,Lisle,DuPage,IL,60532,US,US/Central,KDPA,2017-07-27 08:52:00,77.0,,88.0,29.92,5.0,NE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1998480,Bing,,4,2019-01-02 08:13:37,2019-01-02 08:43:04,42.084497,-73.54394,42.0739,-73.53794,0.794,Closed at CR-3 - Road closed due to accident.,7533.0, State Route 22,L,Copake,Columbia,NY,12516-1719,US,US/Eastern,KPSF,2019-01-02 07:54:00,19.9,11.1,68.0,30.31,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1800304,Bing,,2,2016-08-02 13:24:17,2016-08-02 19:24:17,40.6643,-73.99104,40.665420000000005,-73.99297,0.127,At 4th Ave/Exit 2 - Accident.,,Prospect Expy W,R,Brooklyn,Kings,NY,11215,US,US/Eastern,KJRB,2016-08-02 13:15:00,80.6,,58.0,30.11,10.0,ENE,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-606901,MapQuest,201.0,2,2019-02-18 08:25:31,2019-02-18 08:55:25,30.456609999999998,-91.07216600000001,,,0.0,Accident on US-190 Florida Blvd at Sharp Rd.,,Florida Blvd,R,Baton Rouge,East Baton Rouge,LA,70815,US,US/Central,KBTR,2019-02-18 08:53:00,51.1,,50.0,30.19,10.0,North,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1668964,MapQuest,201.0,2,2017-08-03 12:34:58,2017-08-03 13:34:49,34.396339000000005,-81.851929,,,0.0,Accident on SC-56 at SC-66.,5024.0,Highway 56 S,L,Clinton,Laurens,SC,29325-6530,US,US/Eastern,KLUX,2017-08-03 12:35:00,82.4,,51.0,30.14,10.0,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1935400,Bing,,2,2017-05-16 17:31:53,2017-05-16 23:31:53,37.95662,-122.05283,37.960609999999996,-122.05295,0.276,At CA-242/Gregory Ln - Accident.,,I-680 N,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2017-05-16 17:53:00,63.0,,65.0,30.0,10.0,SW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-357720,MapQuest,201.0,3,2017-03-14 19:03:20,2017-03-14 19:39:00,28.550901,-81.382469,,,0.1,Accident on I-4 Westbound between Exit 83A Hughey Ave and US-17 Colonial Dr.,,I-4 E,R,Orlando,Orange,FL,32801,US,US/Eastern,KORL,2017-03-14 18:53:00,62.1,,53.0,29.99,10.0,West,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-615307,MapQuest,201.0,2,2019-02-22 05:02:45,2019-02-22 05:46:41,42.415797999999995,-83.060799,,,0.0,Accident on Davison St at Ryan Rd.,3851.0,E Davison St,L,Hamtramck,Wayne,MI,48212-1701,US,US/Eastern,KDET,2019-02-22 04:53:00,27.0,23.0,69.0,30.41,8.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2156898,Bing,,2,2018-02-05 15:02:12,2018-02-05 21:02:12,39.007690000000004,-93.93762,39.00788,-93.94211,0.24100000000000002,At Johnson Dr/Exit 38 - Multi-vehicle accident involving vehicle. Right lane blocked.,,US-40 W,R,Odessa,Lafayette,MO,64076,US,US/Central,KRCM,2018-02-05 14:55:00,23.0,18.4,68.0,30.03,10.0,East,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2138196,Bing,,2,2018-04-20 14:45:57,2018-04-20 20:45:57,33.9262,-118.36851999999999,33.912859999999995,-118.37056000000001,0.929,At El Segundo Blvd/Exit 44 - Accident.,,San Diego Fwy S,R,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2018-04-20 14:53:00,66.9,,49.0,30.07,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-56049,MapQuest,241.0,3,2016-12-13 18:18:03,2016-12-13 18:47:15,33.975693,-118.167282,,,0.0,Right lane blocked due to accident on I-710 Southbound in East Los Angeles.,5500.0,Gage Ave,R,Bell Gardens,Los Angeles,CA,90201-1612,US,US/Pacific,KCQT,2016-12-13 18:47:00,57.9,,90.0,30.07,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-721738,MapQuest-Bing,201.0,2,2018-12-19 17:57:24,2018-12-19 18:26:40,40.631378000000005,-111.84023300000001,,,0.0,Right hand shoulder blocked due to accident on I-215 Westbound after Exit 8 UT-152 Highland Dr.,,I-215 E,R,Salt Lake City,Salt Lake,UT,84121,US,US/Mountain,KU42,2018-12-19 17:55:00,40.1,,60.0,30.38,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-25790,MapQuest,201.0,2,2016-08-03 11:34:01,2016-08-03 12:19:01,38.641907,-121.156425,,,0.0,Accident on Prairie City Rd at US-50.,,US-50 E,R,Folsom,Sacramento,CA,95630,US,US/Pacific,KMHR,2016-08-03 11:50:00,86.0,,31.0,29.92,10.0,WSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1166470,MapQuest,201.0,2,2018-05-28 17:10:06,2018-05-28 17:39:14,34.290157,-119.334892,,,0.0,Accident on US-101 Southbound at Exit 72 CA-1. On the median.,,Ventura Fwy S,R,Ventura,Ventura,CA,93001,US,US/Pacific,KOXR,2018-05-28 17:16:00,62.1,,78.0,29.88,9.0,West,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-609559,MapQuest,201.0,2,2019-02-19 08:41:00,2019-02-19 09:25:33,33.596779,-111.89151799999999,,,0.0,Accident on AZ-101-LOOP near Exit 40 Cactus Rd.,,AZ-101 Loop N,R,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,2019-02-19 08:53:00,39.9,37.8,79.0,29.99,10.0,South,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-73188,MapQuest,201.0,2,2016-11-18 10:18:20,2016-11-18 10:48:05,32.812141,-117.00344799999999,,,0.01,Right hand shoulder blocked due to accident on CA-125 Northbound at Grossmont College Dr.,,CA-125 N,R,El Cajon,San Diego,CA,92020,US,US/Pacific,KSEE,2016-11-18 10:47:00,78.8,,7.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1270776,MapQuest,201.0,3,2018-03-20 09:56:06,2018-03-20 10:25:58,35.125515,-80.917999,,,0.0,Accident on I-485 both ways at Exit 67 I-77.,,I-485 S,R,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,2018-03-20 09:52:00,62.1,,90.0,29.54,10.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1041763,MapQuest,201.0,1,2018-07-27 11:39:17,2018-07-27 12:53:47,42.886596999999995,-85.626144,,,0.0,Accident on Kalamazoo Ave at Langley St.,1550.0,Langley St SE,R,Grand Rapids,Kent,MI,49508-3751,US,US/Eastern,KGRR,2018-07-27 11:50:00,69.8,,78.0,29.99,10.0,WSW,8.1,0.05,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-980601,MapQuest,201.0,2,2018-08-24 08:54:03,2018-08-24 09:23:52,39.819721,-84.191528,,,0.0,Accident on Payne Ave at Needmore Rd.,5001.0,Payne Ave,L,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2018-08-24 08:56:00,64.9,,70.0,30.15,10.0,SSE,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1893685,Bing,,4,2017-03-14 02:19:08,2017-03-14 08:19:08,40.97503,-73.70294,40.98774,-73.67638000000001,1.64,Closed between Playland Pky/Exit 19 and I-287/Exit 21 - Road closed due to accident.,,I-95 N,R,Rye,Westchester,NY,10580,US,US/Eastern,KHPN,2017-03-14 01:56:00,28.9,21.1,67.0,30.22,6.0,ENE,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1688949,MapQuest,201.0,2,2017-08-14 15:45:12,2017-08-14 16:14:37,38.061214,-77.51873,,,0.0,Accident on US-1 Jefferson Davis Hwy Southbound at Cedon Rd.,7319.0,Cedon Rd,R,Woodford,Caroline,VA,22580-2231,US,US/Eastern,KEZF,2017-08-14 15:55:00,79.7,,76.0,29.96,10.0,NNE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-421252,MapQuest,201.0,2,2017-04-17 09:26:08,2017-04-17 09:55:52,40.946422999999996,-72.895561,,,0.01,Accident on NY-25A at George Ave.,71.0,Route 25A,L,Shoreham,Suffolk,NY,11786-1844,US,US/Eastern,KHWV,2017-04-17 09:56:00,69.1,,63.0,29.92,10.0,NW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-733393,MapQuest,201.0,2,2018-12-28 17:02:59,2018-12-28 17:32:47,37.518101,-77.448601,,,0.0,Accident on US-360 Hull St at US-1 Jefferson Davis Hwy.,1.0,Cowardin Ave,R,Richmond,Richmond City,VA,23224-2017,US,US/Eastern,KFCI,2018-12-28 16:56:00,55.0,,100.0,30.01,10.0,SSW,4.6,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-717592,MapQuest,201.0,2,2018-12-18 13:36:23,2018-12-18 14:06:13,35.986599,-78.90596,,,0.0,Accident on South St at Hillside Ave.,400.0,Fargo St,R,Durham,Durham,NC,27707-1717,US,US/Eastern,KIGX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-673196,MapQuest,201.0,2,2019-01-24 14:28:12,2019-01-24 14:57:47,37.401981,-122.035477,,,0.119999997318,Entry ramp to US-101 Northbound at Exits 3A 3B from CA-237 Westbound lane blocked due to accident.,828.0,W Moffett Park Dr,L,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2019-01-24 14:56:00,64.9,,43.0,30.19,10.0,North,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1361588,MapQuest,201.0,3,2018-01-04 08:35:11,2018-01-04 09:04:51,37.334236,-122.068367,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound before Exit 13 Foothill Expy.,,Foothill Expy,R,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,2018-01-04 08:56:00,59.0,,81.0,30.09,10.0,SSE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2025319,Bing,,4,2018-12-13 10:11:19,2018-12-13 10:40:40,36.00987,-79.85322,36.003052000000004,-79.841401,0.8109999999999999,Closed at I-85/I-85-BR/US-220/Exit 97 - Road closed due to accident.,,I-73 S,R,Greensboro,Guilford,NC,27407,US,US/Eastern,KGSO,2018-12-13 09:54:00,37.9,,79.0,30.31,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-388881,MapQuest,201.0,3,2017-03-06 15:38:36,2017-03-06 16:08:13,32.885582,-96.700478,,,0.01,Accident on I-635 Westbound at Exit 14 Plano Rd.,,Plano Rd,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2017-03-06 15:53:00,81.0,,49.0,29.75,10.0,South,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1552165,MapQuest,201.0,2,2017-10-11 05:40:55,2017-10-11 06:10:47,43.20472,-76.108688,,,0.0,Accident on County Hwy-16 Mud Mill Rd both ways at County Hwy-253 Sneller Rd.,5963.0,Mud Mill Rd,L,Brewerton,Onondaga,NY,13029-9695,US,US/Eastern,KSYR,2017-10-11 05:54:00,57.0,,100.0,30.13,10.0,NNE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1739409,Bing,,2,2016-12-01 11:51:27,2016-12-01 17:51:27,32.65592,-96.979365,32.65632,-96.97954,0.028999999999999998,At Camp Wisdom Rd - Accident.,,W FM 1382,R,Dallas,Dallas,TX,75249,US,US/Central,KRBD,2016-12-01 11:53:00,63.0,,23.0,30.09,10.0,SSE,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1355711,MapQuest,201.0,3,2018-01-02 09:02:50,2018-01-02 09:47:28,44.972649,-93.294647,,,0.0,Accident on I-394 Southbound at Exit 8A Dunwoody Blvd.,,US-12 W,R,Minneapolis,Hennepin,MN,55403,US,US/Central,KMSP,2018-01-02 08:53:00,-8.0,-21.0,71.0,30.46,10.0,SW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-201789,MapQuest,201.0,3,2017-01-25 11:12:28,2017-01-25 11:42:32,41.080166,-73.718109,,,0.01,Right hand shoulder blocked due to accident on I-684 Southbound at Exit 2 Westchester County Airport.,,I-684 S,R,Armonk,Westchester,NY,10504,US,US/Eastern,KHPN,2017-01-25 10:56:00,42.1,32.3,58.0,29.65,10.0,WNW,24.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2185534,Bing,,4,2017-12-06 13:09:23,2017-12-06 19:09:23,39.365065,-77.387628,39.379188,-77.398628,1.139,Closed at MD-85/Buckeystown Pike - Road closed due to accident.,4671.0, Urbana Pike,R,Frederick,Frederick,MD,21704,US,US/Eastern,KFDK,2017-12-06 12:47:00,42.8,37.5,29.0,30.1,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1259845,MapQuest-Bing,201.0,2,2018-03-14 08:06:25,2018-03-14 08:35:49,36.19331,-86.752914,,,0.0,Left lane blocked due to accident on US-31E Ellington Pkwy Southbound at Douglas Ave.,,Ellington Pkwy S,R,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2018-03-14 07:53:00,32.0,23.6,54.0,30.25,10.0,NNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1005523,MapQuest,201.0,2,2018-07-06 13:33:59,2018-07-06 14:03:44,47.119488,-122.434853,,,0.0,Right lane blocked due to accident on WA-7 Pacific Ave Northbound at Military Rd.,15125.0,Pacific Ave S,L,Tacoma,Pierce,WA,98444-4667,US,US/Pacific,KTCM,2018-07-06 13:58:00,75.2,,61.0,30.13,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1760494,Bing,,3,2016-12-02 10:24:53,2016-12-02 16:24:53,25.77524,-80.19976,25.771379999999997,-80.19913000000001,0.27,At US-1/Miami Ave/Exit 2 - Accident.,,I-95 S,R,Miami,Miami-Dade,FL,33128,US,US/Eastern,KMIA,2016-12-02 10:53:00,77.0,,88.0,30.09,10.0,Variable,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-295400,MapQuest,241.0,3,2016-08-17 18:49:33,2016-08-17 19:19:33,32.810875,-96.849625,,,0.0,#5 lane blocked due to accident on I-35E Southbound at Exits 431 432A Stemmons Fwy.,,I-35E S,R,Dallas,Dallas,TX,75247,US,US/Central,KDAL,2016-08-17 18:53:00,78.1,,87.0,30.03,10.0,ESE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-574948,MapQuest-Bing,241.0,3,2019-02-02 14:34:49,2019-02-02 15:04:20,29.859613,-95.402695,,,0.0,Lane blocked due to accident on I-45 Southbound at Exits 55A 55B Parker Rd.,,I-45 S,R,Houston,Harris,TX,77076,US,US/Central,KIAH,2019-02-02 14:53:00,66.9,,79.0,30.05,9.0,ESE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-709600,MapQuest,201.0,2,2018-12-13 14:48:23,2018-12-13 15:18:12,25.71546,-80.366905,,,0.0,Accident on FL-985 107th Ave at 56th St.,,SW 107th Ave,R,Miami,Miami-Dade,FL,33165,US,US/Eastern,KMIA,2018-12-13 14:53:00,78.1,,60.0,30.09,10.0,ESE,15.0,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1957693,Bing,,2,2017-07-14 17:36:52,2017-07-14 23:36:52,38.240123,-85.50405500000001,38.2276,-85.50532,0.868,Between US-60/Shelbyville Rd/Exit 27 and I-64/Exit 25 - Accident.,,Gene Snyder Fwy S,R,Louisville,Jefferson,KY,40245,US,US/Eastern,KLOU,2017-07-14 17:53:00,87.1,,61.0,30.04,10.0,WNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1802687,Bing,,2,2016-08-10 08:57:48,2016-08-10 14:57:48,35.2349,-80.83785999999999,35.23382,-80.83608000000001,0.125,At Church St/Exit 3 - Accident.,,NC-16 S,R,Charlotte,Mecklenburg,NC,28202,US,US/Eastern,KCLT,2016-08-10 08:52:00,79.0,,79.0,30.2,10.0,ESE,6.9,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1313657,MapQuest,201.0,2,2018-02-08 07:42:53,2018-02-08 08:27:38,41.277794,-96.02394100000001,,,0.0,Accident on 72nd St at Blondo St.,,Blondo St,R,Omaha,Douglas,NE,68134,US,US/Central,KMLE,2018-02-08 07:35:00,17.6,,82.0,30.33,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
